,Date,Type,Activity,Sex ,Age,Injury,Fatal (Y/N),Time,Species ,Proper_date,Full Location,latitude,longitude
2999,12-Oct-1990,Unprovoked,surfing,M,19,Superficial injuries to left foot & ankle,N,1230,1.8 m to 2.4 m [6' to 8'] shark,19901012,"USA Florida Stuart Beach, Martin County",27.2143933,-80.17502139999999
3000,15-Sep-1990,Unprovoked,spearfishing,M,26,Right hand lacerated,N,1320,5 m  [16.5'] white shark,19900915,SOUTH AFRICA Western Cape Province Oudekraal,-34.25,19.6
3001,08-Sep-1990,Unprovoked,diving,M,49,"Shark rammed & overturned paddleboard, knocking him into water & bit his head, lacerating his face & neck",N,1300,White shark,19900908,"USA California Russian Gulch, Jenner, Sonoma County",38.4710066,-123.1542683
3004,28-Aug-1990,Unprovoked,surfing,M,22,4 punctures on leg & board bitten,N,1650,5 m to 6 m [16.5' to 20'] white shark,19900828,"USA California Trinidad Head, Humboldt County",41.05416659999999,-124.1505555
3005,19-Aug-1990,Unprovoked,surfing,M,,Minor cuts to foot,N,9999,Not Determined,19900819,"USA Texas Mustang Island, Nueces County",27.7103944,-97.1628647
3006,19-Aug-1990,Unprovoked,fishing,M,18,Minor injury,N,1330,Not Determined,19900819,"USA Texas Near Port Aransas, Nueces County",27.8339158,-97.06109939999999
3008,22-Jul-1990,Unprovoked,wading,F,53,10-inch laceration to right foot,N,1800,Not Determined,19900722,"USA Texas Mustang Island State Park, Nueces County",27.6728474,-97.1765566
3009,08-Jul-1990,Unprovoked,surfing,M,17,Minor injury to left ankle & foot,N,9999,Not Determined,19900708,"USA Florida Perdido Key near the Florida Panhandle, Escambia County",30.3035037,-87.42731719999999
3010,24-Jun-1990,Unprovoked,diving,F,21,"FATAL, thigh bitten  ",Y,1545,"4.5 m [14'9""] white shark",19900624,SOUTH AFRICA Western Cape Province Mossel Bay,-34.1747356,22.0834066
3012,13-May-1990,Provoked,fishing,Not Determined,,"No injury to occupants, hooked shark freed itself, then rammed stern of boat PROVOKED INCIDENT",N,9999,"6 m, 600-kg shark",19900513,SOUTH AFRICA KwaZulu-Natal Protea Reef,-30.8333333,30.4833333
3013,10-May-1990,Unprovoked,snorkeling,F,30,Lacerations,N,9999,2 m hammerhead,19900510,AUSTRALIA Queensland Outer Barrier Reef near Port Douglas,-16.4844197,145.4606058
3014,10-May-1990,Unprovoked,holding,M,30,Lacerations,N,9999,2 m hammerhead,19900510,AUSTRALIA Queensland Outer Barrier Reef near Port Douglas,-16.4844197,145.4606058
3015,06-May-1990,Unprovoked,resting,M,22,Thigh severely lacerated,N,1200,"5.5 m [18'] white shark, identified by witnesses & tooth marks",19900506,SOUTH AFRICA Eastern Cape Province Cintsa East,-32.823269,28.1151939
3016,14-Apr-1990,Unprovoked,lying,M,23,Leg bitten,N,1400,"2.3 m [7.5'] white shark, identified by M. Smale",19900414,SOUTH AFRICA Eastern Cape Province Cape Recife,-34.02088579999999,25.6944421
3017,09-Apr-1990,Unprovoked,surfing,M,31,"Lacerations & abrasions, board bitten in half",N,0540,"Tiger shark, 3 m ",19900409,AUSTRALIA Queensland Greenmount Beach,-28.1639838,153.547601
3018,08-Apr-1990,Unprovoked,diving,M,37,Presumed FATAL,Y,9999,Not Determined,19900408,"AUSTRALIA Queensland Dingo Reef, 80 nm off Townsville",-19.2589635,146.8169483
3019,07-Apr-1990,Unprovoked,surfing,M,,"No injury, board broken in two",N,9999,3 m shark,19900407,AUSTRALIA Queensland Fingal Beach,-28.2008861,153.5658875
3020,06-Apr-1990,Unprovoked,surfing,M,29,"No injury, board bitten",N,9999,3 m shark,19900406,AUSTRALIA Queensland Fingal Beach,-28.2008861,153.5658875
3021,01-Apr-1990,Unprovoked,sitting,M,,"Ankle lacerated, lower left leg severely abraded ",N,0730,Not Determined,19900401,"USA Hawaii Silver (Silva) Channels, Waialua, O'ahu",21.5766667,-158.1302777
3023,05-Mar-1990,Unprovoked,surfing,M,,Survived,N,1745,3 m [10'] bull shark,19900305,REUNION Sainte-Marie Baie de la Mare,-20.8971572,55.53165749999999
3024,17-Feb-1990,Unprovoked,diving,M,,Right arm severed  FATAL,Y,2130,Two sharks seen in vicinity: 2.4 m & 4.25 m  [8' & 14'] TL,19900217,"USA Hawaii Mokapu, Kane'ohe Marine Air Corps Station, O'ahu",21.444589,-157.7556372
3025,05-Feb-1990,Unprovoked,,M,33,Foot bitten,N,9999,Not Determined,19900205,"USA Florida Monster Hole, Sebastian Inlet, Indian River County",27.860302,-80.4472737
3026,12-Jan-1990,Unprovoked,surfing,M,,"No injury, board bitten",N,9999,3 m to 4 m [10' to 13'] white shark,19900112,"USA California Montera Beach, San Mateo County",37.54688710000001,-122.5149481
3028,19-Dec-1989,Provoked,fishing,M,,Left leg & foot bitten  by shark brought onboard. PROVOKED INCIDENT,N,9999,Not Determined,19891219,"USA Hawaii 90 miles east of Hilo, Hawai'i",19.7241106,-155.0868193
3031,22-Nov-1989,Unprovoked,surfing,M,32,Thigh bitten,N,9999,White shark,19891122,AUSTRALIA Victoria Kilcunda,-38.5498,145.4761
3032,18-Nov-1989,Unprovoked,diving,M,29,FATAL,Y,1205,White shark,19891118,SOUTH AFRICA Western Cape Province Melkbosstrand,-33.719294,18.4543113
3034,02-Nov-1989,Unprovoked,swimming,M,10,Left ankle broken & lacerated,N,9999,"2 m shark, possibly a bronze whaler",19891102,AUSTRALIA Queensland Mermaid Waters,-28.047778,153.421667
3036,22-Oct-1989,Unprovoked,surfing,M,17,"No injury, board bitten",N,1420,2.7 m [9'] white shark,19891022,AUSTRALIA Tasmania Shelly Point ,-41.4350928,148.2769946
3038,11-Oct-1989,Unprovoked,surfing,M,12,Foot & leg bitten,N,1800,4' shark,19891011,USA Texas Surfside Beach,28.9516604,-95.2875474
3041,17-Sep-1989,Unprovoked,,M,29,Chest lacerated,N,1430,"White shark, identified by tooth pattern",19890917,"SOUTH AFRICA Western Cape Province Smitswinkel, False Bay",-34.2640457,18.4658106
3042,13-Sep-1989,Provoked,stepped,M,51,Bitten by hooked shark PROVOKED INCIDENT,N,1800,150-lb shark,19890913,"USA Florida Gulf of Mexico, 22 miles from Pensacola",0.0,0.0
3044,09-Sep-1989,Unprovoked,diving,M,38,Leg bitten,N,1230,4 m to 5 m [13' to 16.5']  white shark,19890909,"USA California Southeast Farallon Island, Farallon Islands",37.69891,-123.003361
3045,09-Sep-1989,Unprovoked,surfing,M,31,Non-fatal,N,9999,Sandbar shark,19890909,"USA North Carolina Salvo, Dare County",35.54018,-75.4729347
3046,03-Sep-1989,Provoked,filming,M,46,Hand  & both arms bitten   PROVOKED INCIDENT,N,9999,Blue Shark ,19890903,USA California 24 km off Santa Catalina Island in the Channel Islands,0.0,0.0
3047,29-Aug-1989,Provoked,feeding,M,30,Left leg bitten by captive shark                   PROVOKED INCIDENT,N,1800,Grey nurse shark,19890829,AUSTRALIA Queensland SeaWorld Theme Park,28.409718,-81.4597107
3048,22-Aug-1989,Unprovoked,swimming,M,21,3 wounds on left hand,N,9999,1.2 m [4'] shark,19890822,"USA Florida St Augustine, St Johns County",29.9012437,-81.31243409999999
3049,22-Aug-1989,Unprovoked,surfing,M,21,Multiple Injuries,N,1045,>3.4 m [11'] white shark,19890822,SOUTH AFRICA Western Cape Province Mossel Bay,-34.1747356,22.0834066
3050,13-Aug-1989,Unprovoked,surfing,M,17,"No injury, shark took chunk out of surfboard",N,0630,"Bronze whaler shark, 3 m [10'] ",19890813,AUSTRALIA New South Wales Lennox Head,-28.8,153.583333
3051,09-Aug-1989,Unprovoked,spearfishing,F,31,Severe hand and arm injuries; right hand surgically amputated,N,9999,Not Determined,19890809,BAHAMAS Great Exuma Island Highborn Cay,24.7256721,-76.8187557
3054,20-Jul-1989,Unprovoked,surfing,M,34,Torso bitten,N,1035,2.5 m [8.25'] white shark,19890720,SOUTH AFRICA Eastern Cape Province Jeffreys Bay,-34.0506714,24.9101544
3055,19-Jul-1989,Unprovoked,surfing,M,,FATAL,Y,170099999999,Not Determined,19890719,REUNION Sainte-Suzanne Temple Tamoule,-20.9170397,55.630635
3056,14-Jul-1989,Unprovoked,surfing,M,16,5-inch gash on left leg,N,1800,Not Determined,19890714,"USA Florida Cocoa Beach, Brevard County",28.3200067,-80.6075513
3057,07-Jul-1989,Unprovoked,playing,F,9,Leg bitten,N,9999,4' shark,19890707,"USA Texas Sargent Beach, Matagorda County",28.8352564,-95.6646761
3058,29-Jun-1989,Unprovoked,fell,M,,Foot & ankle severely bitten,N,9999,Not Determined,19890629,"USA Hawaii Anahola, Kaua'i",22.1452778,-159.3155556
3059,17-Jun-1989,Unprovoked,spearfishing,M,45,Puncture wounds & lacerations to both legs,N,9999,1.8 m [6'] sandtiger shark,19890617,USA Louisiana 40 miles off Cocodrie,0.0,0.0
3060,06-Jun-1989,Unprovoked,windsurfing,M,,Upper right thigh bitten,N,1530,3 m [10'] white shark,19890606,"ITALY Tuscany Marinella, between Punta Blanca & Marine del Carrara ",43.9339772,10.226019
3061,05-Jun-1989,Unprovoked,surfing,M,16,"No injury, board bitten",N,1615,3 m [10'] white shark,19890605,SOUTH AFRICA Eastern Cape Province Jeffreys Bay,-34.0506714,24.9101544
3062,03-Jun-1989,Unprovoked,,M,28,Forearm bitten,N,1530,2.5 m [8.25'] white shark,19890603,SOUTH AFRICA Eastern Cape Province Gonubie,-32.9422838,28.0098257
3064,23-Apr-1989,Unprovoked,swimming,M,19,Right calf bitten,N,9999,1.2 m [4'] shark,19890423,"USA Florida Loggerhead Park, Juno Beach, Palm Beach County",26.884925,-80.055979
3065,12-Apr-1989,Unprovoked,surfing,M,,Forearm bitten,N,1045,White shark,19890412,"USA Washington Pacific Beach, Grays Harbor County",47.2088559,-124.2001611
3067,03-Apr-1989,Unprovoked,paddling,M,,Calf lacerated,N,9999,Not Determined,19890403,"USA Hawaii Ho'okipa Beach, Pa'ia, Maui",20.9331087,-156.3585959
3068,Apr-1989,Unprovoked,paddling,M,,"Board rammed by shark, skegs knocked loose & 5' strip of fiberglass torn off, thigh scratched by sharks teeth",N,9999,Not Determined,19890400,"USA Hawaii Kekaha Beach, Kaua'i",21.9684209,-159.7196382
3069,09-Mar-1989,Unprovoked,surfing,M,27,Thigh bitten FATAL,Y,2015,2 m [6.75'] white shark,19890309,"AUSTRALIA South Australia Waitpinga Beach, near Victor Harbor, Encounter Bay",-35.5649415,138.5773037
3072,15-Feb-1989,Unprovoked,windsurfing,M,26,Foot bruised & minor lacerations,N,1330,Not Determined,19890215,SOUTH AFRICA KwaZulu-Natal Richards Bay,-28.7807276,32.0382856
3073,02-Feb-1989,Unprovoked,swimming,M,47,FATAL. His body not recovered,Y,1025,6 m [20'] white shark,19890202,"ITALY Tyrrhenian Sea Golfo di Baratti, near Piombino (Tuscany)",42.996111,10.506944
3075,26-Jan-1989,Unprovoked,kayaking,F,24,"FATAL, thigh bitten, hands lacerated  ",Y,1015,5 m [16.5'] white shark,19890126,"USA California Latigo Point / Paradise Cove,west of Malibu, Los Angeles County",34.0197286,-118.7870238
3076,20-Jan-1989,Unprovoked,boarding,M,10,Foot bitten,N,9999,1.8 m to 2.4 m [6' to 8'] hammerhead shark,19890120,"USA Hawaii Waialua Beach, Moloka'i",21.5832615,-158.140034
3077,20-Jan-1989,Unprovoked,,M,19,Thigh bitten,N,1800,Not Determined,19890120,SOUTH AFRICA KwaZulu-Natal Isipingo,-29.9825487,30.9216522
3078,08-Jan-1989,Unprovoked,disappeared,M,,"Lower part of body found 6 days later, x-rays revealed teeth marks in femur & tibia",Y,9999,Not Determined,19890108,"USA Hawaii Wailua, Kaua'i",22.0522222,-159.3377778
3079,03-Jan-1989,Unprovoked,surfing,M,17,"Abdomen lacerated, surfboard holed",N,1715,"Tiger shark, 4 m [13'] ",19890103,"AUSTRALIA New South Wales Half Tide Beach, Evans Head",-29.116408,153.4443498
3080,1989,Unprovoked,feeding,F,,Thigh & calf bitten,N,9999,7' silvertip shark,19890000,PAPUA NEW GUINEA New Ireland Kavieng,-2.5781167,150.8086082
3081,1989,Unprovoked,spearfishing,M,,"No injury, shark grabbed his fish and chased him to the boat",N,9999,Not Determined,19890000,"USA Virginia Coral Gardens Reef, 6 miles SSE of Chicoteague Inlet",37.933179,-75.3788086
3082,15-Dec-1988,Unprovoked,skindiving,M,,FATAL,Y,9999,16' white shark,19881215,CHILE Valpariso Province Valpariso,-33.047238,-71.61268849999999
3086,23-Oct-1988,Unprovoked,surfing,M,21,Leg bitten & femur fractured,N,1730,5.5 m to 6 m [18' to 20']  white shark,19881023,"USA Oregon Indian Beach, Ecola State Park, just north of Cannon Beach, Clatsop County ",45.91950910000001,-123.973612
3087,22-Oct-1988,Unprovoked,surfing,M,38,Lacerations to right leg,N,9999,7' shark,19881022,AUSTRALIA Victoria Phillip Island,-38.4898703,145.2038278
3088,14-Oct-1988,Unprovoked,surfing,M,15,Lacerations to left thigh,N,9999,6' shark,19881014,"USA Florida Boca Raton, Palm Beach County",26.3683064,-80.1289321
3089,11-Oct-1988,Unprovoked,surfing,M,30,Left leg lacerated,N,9999,1.2 m to 1.5 m [4' to 5'] shark,19881011,"USA Florida Fort Pierce, St. Lucie County ",27.4467056,-80.3256056
3090,10-Oct-1988,Unprovoked,surfing,M,23,Hand lacerated,N,1500,1.2 m to 1.5 m [4' to 5'] shark,19881010,"USA Florida Playalinda, Brevard County",28.6555177,-80.6318287
3091,06-Oct-1988,Unprovoked,surfing,M,15,Lower right  leg lacerated,N,1800,Not Determined,19881006,AUSTRALIA South Australia Moama Beach,-35.2163355,138.4751278
3092,Oct-1988,Unprovoked,wading,F,23,Leg lacerated,N,9999,1.2 m [4'] shark,19881000,"USA Florida Sanibel Island, Lee County",26.4433972,-82.1115119
3093,28-Sep-1988,Unprovoked,surfing,M,21,Lacerations to foot,N,1800,5' shark,19880928,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984
3094,21-Sep-1988,Unprovoked,diving,M,27,FATAL,Y,0800,Not Determined,19880921,PAPUA NEW GUINEA New Ireland Between Nago and Makau,-3.33,152.0
3095,13-Sep-1988,Unprovoked,walking,F,,Dennis' hand injured; Ann's right forearm bitten,N,1545,1.8 m [6'] shark,19880913,"USA Florida Shell Island Panama City Beach, Bay County",30.149728,-85.74786499999999
3096,13-Sep-1988,Unprovoked,snorkeling,M,38,"FATAL, thigh & hand lacerated",Y,1500,3 m [10'] bull shark,19880913,"USA Florida Shell Island Panama City Beach, Bay County",30.149728,-85.74786499999999
3097,22-Aug-1988,Provoked,diving,M,,Arm bitten by captive shark PROVOKED INCIDENT,N,9999,"Tiger shark, 1.8 m [6']",19880822,USA Louisiana New Orleans,29.95106579999999,-90.0715323
3098,22-Aug-1988,Unprovoked,no activity,M,16,Survived,N,9999,Not Determined,19880822,ITALY Manfredonia  Ippocampo,41.5029623,15.9160171
3099,19-Aug-1988,Unprovoked,no activity,M,,Survived,N,9999,Not Determined,19880819,JAPAN Tokyo Prefecture Ogasawara Islands,27.074353,142.2177824
3100,11-Aug-1988,Unprovoked,surfing,M,27,Thigh bitten,N,0930,2.4 m to 3 m [8' to 10'] white shark,19880811,"USA California Klamath River, Del Norte County",41.7076287,-123.9659708
3104,11-Jul-1988,Unprovoked,swimming,F,15,Punctures & deep scratches to foot & buttock,N,1030,Not Determined,19880711,"USA Florida Jensen Beach, Martin County",27.2544906,-80.22976969999999
3105,04-Jul-1988,Unprovoked,boarding,M,37,Punctures to lower left leg & foot,N,1800,Not Determined,19880704,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984
3108,16-Jun-1988,Unprovoked,spearfishing,M,36,Left arm lacerated,N,0945,White shark,19880619,SOUTH AFRICA Western Cape Province Sculphoek,-34.4206236,19.2079295
3109,16-Jun-1988,Unprovoked,diving,M,42,Survived,N,9999,Sandtiger shark,19880616,"USA North Carolina Ocracoke, Hyde County",35.1146152,-75.9810097
3110,09-Jun-1988,Unprovoked,sittting,M,37,Left leg bitten,N,1600,Sand shark?,19880609,"USA South Carolina Sea Pines Beach Club, Hilton Head, Beaufort County",32.125,-80.7866667
3111,05-Jun-1988,Unprovoked,swimming,M,12,Four lacerations to his ankle,N,1200,Not Determined,19880605,"USA Florida Daytona Beach, Volusia County",29.2108147,-81.0228331
3112,01-Jun-1988,Unprovoked,surfing,M,25,Cuts to right foot and ankle,N,0857,1.8 m to 2.4 m [6' to 8'] shark,19880601,"USA Florida Daytona Beach, Volusia County",29.2108147,-81.0228331
3114,10-May-1988,Unprovoked,surfing,M,31,Left foot bitten,N,1500,Not Determined,19880510,"USA Florida Paradise Beach Park, Brevard County",28.1224397,-80.5760513
3115,04-May-1988,Unprovoked,surfing,M,29,Left leg & right foot bitten,N,1145,Not Determined,19880504,"USA Florida Melbourne Beach, Brevard County",28.0687742,-80.5595546
3116,28-Apr-1988,Unprovoked,,M,,FATAL,Y,1730,Not Determined,19880428,REUNION Saint-Louis Embouchure de l'étang du Gol,0.0,0.0
3117,24-Apr-1988,Unprovoked,surfing,M,,No Injury,N,9999,White shark,19880424,"USA California North of Morro Rock, San Luis Obispo County",35.3694186,-120.8676799
3118,15-Apr-1988,Unprovoked,swimming,M,24,Lacerations to left foot,N,1845,Not Determined,19880415,"USA Florida Singer Island, Riviera Beach, Palm Beach County",26.767379,-80.0699693
3120,14-Apr-1988,Unprovoked,surfing,M,14,Right hand bitten,N,9999,Not Determined,19880414,"USA Florida Singer Island, Riviera Beach, Palm Beach County",26.767379,-80.0699693
3121,14-Apr-1988,Unprovoked,windsurfing,M,,"6"" laceration to left foot",N,9999,Not Determined,19880414,"USA Florida Singer Island, Riviera Beach, Palm Beach County",26.767379,-80.0699693
3123,31-Mar-1988,Unprovoked,standing,F,30,Foot bitten,N,9999,Not Determined,19880331,"USA Florida Singer Island, Riviera Beach, Palm Beach County",26.767379,-80.0699693
3124,25-Mar-1988,Unprovoked,surfing,M,,Ankle bitten,N,9999,Not Determined,19880325,"USA Hawaii Running Waters Beach, Ninini Point, Kaua'i",21.9587975,-159.3416888
3125,16-Mar-1988,Unprovoked,surfing,M,17,"Lower left leg bitten, hand lacerated",N,1645,1.5 m to 2 m [5' to 6.75'] shark,19880316,SOUTH AFRICA KwaZulu-Natal Isipingo,-29.9825487,30.9216522
3126,14-Mar-1988,Unprovoked,surfing,M,,Laceration to hand,N,150099999999,Not Determined,19880314,REUNION Saint-Pierre Pic du Diable,-21.3298054,55.4516029
3128,14-Feb-1988,Unprovoked,surfing,M,20,Ankle bitten,N,1700,"1 m ""grey-colored"" shark",19880214,SOUTH AFRICA Eastern Cape Province Nahoon,-32.9869161,27.9380809
3129,13-Feb-1988,Unprovoked,lying,F,15,"Leg bitten, surgically amputated",N,0740,Zambezi shark (tooth fragments recovered),19880213,SOUTH AFRICA KwaZulu-Natal Mtunzini,-28.9596737,31.7500778
3135,06-Jan-1988,Provoked,attempting,M,33,Foot lacerated by hooked shark PROVOKED INCIDENT,N,1115,1.5 m copper shark,19880106,SOUTH AFRICA Western Cape Province Struisbaai,-34.80678200000001,20.0469
3137,1988,Unprovoked,surfing,M,12,Hand bitten,N,9999,Wobbegong shark,19880000,AUSTRALIA New South Wales Sydney,-33.8688197,151.2092955
3139,17-Dec-1987,Unprovoked,surfing,M,16,Left calf bitten,N,1300,1.8 m [6'] blacktip shark,19871217,"USA Florida Palm Beach, Palm Beach County",26.6514503,-80.2767327
3141,21-Nov-1987,Unprovoked,surfing,M,15,Leg lacerated,N,9999,Not Determined,19871121,"USA Florida North of Jupiter Inlet, Palm Beach County",26.9478705,-80.07444579999999
3143,26-Oct-1987,Unprovoked,surfing,M,20,Buttock & leg bitten,N,1700,2 m [6.75'] shark,19871026,"USA California Davenport Light, San Mateo County",37.5420501,-122.3028525
3145,11-Oct-1987,Unprovoked,spearfishing,M,21,Left thigh & calf lacerated,N,1215,White shark,19871011,"SOUTH AFRICA Western Cape Province Seal Island, False Bay",-34.1373395,18.5824944
3147,18-Sep-1987,Unprovoked,diving,M,47,FATAL,Y,9999,White shark,19870918,"AUSTRALIA South Australia Merino Rocks, Adelaide",-35.046169,138.512752
3148,13-Sep-1987,Unprovoked,surfing,M,24,Torso lacerated,N,1100,3.5 m [11.5']  white shark,19870913,SOUTH AFRICA Western Cape Province Still Bay,-34.3642194,21.4335508
3149,20-Aug-1987,Unprovoked,wading,M,12,Lower left leg lacerated,N,1130,1.2 m to 1.5 m [4' to 5'] shark,19870820,"USA Florida Satellite  Beach, Brevard County",28.1761233,-80.59005189999999
3150,15-Aug-1987,Unprovoked,surfing,M,40,Fingers & surfboard injured,N,0730,5.7 m white shark,19870815,"USA California Tunitas Beach, San Mateo County",37.3577202,-122.3999742
3151,21-Jul-1987,Unprovoked,surfing,M,27,Right foot & ankle lacerated,N,0915,3' to 4' shark,19870721,"USA Florida Ponce Inlet, New Smyrna Beach, Volusia County",29.0963729,-80.9369983
3152,12-Jul-1987,Unprovoked,surfing,F,32,Left foot bitten,N,1500,4' shark,19870712,"USA Texas Mustang Island, near Port Aransas",27.8339158,-97.06109939999999
3153,12-Jul-1987,Unprovoked,wading,F,16,Puncture wounds to right foot,N,1430,4' shark,19870712,"USA Texas Mustang Island, near Port Aransas",27.8339158,-97.06109939999999
3155,09-Jul-1987,Unprovoked,snorkeling,M,35,Right leg bitten,N,1330,Not Determined,19870709,BAHAMAS Exuma Islands Sampson Cay,24.2122708,-76.4772748
3157,13-Jun-1987,Provoked,fishing,M,,Left hand bitten by shark he was dragging ashore by its head PROVOKED INCIDENT,N,1800,1.5 m [5'] blacktip shark,19870613,"USA Florida Nest Key, Monroe County",25.1487348,-80.5070041
