,Type,Activity,Sex ,Age,Injury,Fatal (Y/N),Time,Species ,Proper_date,Full Location,latitude,longitude,avg_temp,precipitation,wind_speed,sea_level_pressure,na_wind_speed
3159,Unprovoked,surfing,M,,Hand lacerated  ,N,9999,Not Determined,08-May-1987,"USA Florida St Augustine, St. Johns County",29.9012437,-81.31243409999999,70.0,0.24,3.2,1015.1,False
3162,Unprovoked,swimming,F,16.0,Right arm severed above elbow,N,1800,Not Determined,18-Apr-1987,"USA Texas Mustang Island, near Port Aransas",27.8339158,-97.0610994,22.6,0.0,24.8,1009.0,False
3163,Unprovoked,swimming,M,,"Presumed FATAL Disappeared, his shark-bitten swim trunks were found on the seafloor",Y,9999,Not Determined,15-Apr-1987,"USA Hawaii Kailua-Kona, Hawai'i",19.639994,-155.9969261,74.4,0.25,11.5,1018.6,False
3164,Unprovoked,swimming,M,8.0,FATAL,Y,1200,4.3 m shark,01-Apr-1987,VANUATU Malampa Province Vao Island,-15.8969511,167.3080313,80.3,0.64,0.8,1008.7,False
3165,Unprovoked,surfing,M,18.0,Calf lacerated,N,9999,"Bronze whaler shark, 2 m to 3 m ",30-Mar-1987,AUSTRALIA Western Australia Fourth Beach / Twilgth Beach,-33.8909457,121.8251233,65.9,0.0,8.5,1027.1,False
3166,Provoked,no activity,Not Determined,,"No injury to occupants, boat holed by hooked shark PROVOKED INCIDENT",N,9999,3 m white shark,30-Mar-1987,SOUTH AFRICA Western Cape Province Muizenberg,-34.0898847,18.495859,65.5,0.0,6.9,1015.4,False
3167,Unprovoked,windsurfing,M,,"Lacerations to toe, heel & ankle of right foot",N,9999,Spinner shark,28-Feb-1987,"USA Florida Singer Island, Riviera Beach, Palm Beach County",26.767379,-80.0699693,23.8,0.0,29.9,1017.1,False
3169,Unprovoked,spearfishing,M,30.0,Puncture wounds to right hand,N,1200,>2.5 m [8.25'] white shark,28-Jan-1987,SOUTH AFRICA Eastern Cape Province Eerste River,-33.9980908,18.7393068,66.6,0.02,13.7,1019.6,False
3170,Unprovoked,swimming,M,37.0,Right leg lacerated,N,0700,Not Determined,06-Jan-1987,AUSTRALIA Queensland Lizard Island,-14.6680433,145.463777,84.2,0.0,11.9,1010.3,False
3173,Unprovoked,spearfishing,M,,2 punctures in lower leg,N,1400,"Raggedtooth shark, 2.5 m [8.25'] ",31-Dec-1986,SOUTH AFRICA Western Cape Province Agulhas Banks,-34.826,20.0123,68.9,0.14,8.4,1011.0,False
3174,Unprovoked,boarding,M,21.0,"FATAL, legs bitten ",Y,1700,3 m [10'] white shark,22-Dec-1986,SOUTH AFRICA Western Cape Province SAOU Strand,-34.1123197,18.849207,67.8,0.0,21.9,1015.6,False
3175,Unprovoked,surfing,M,40.0,Forearm bitten,N,1400,1.8 m to 2.1 m [6' to 7'] spinner or blacktip shark,11-Dec-1986,"USA Florida Ponce Inlet, New Smyrna Beach, Volusia County",29.0963729,-80.9369983,,0.0,11.2,,False
3176,Unprovoked,ditching,M,37.0,"No injury, bumped  by sharks",N,9999,Not Determined,06-Dec-1986,BAHAMAS Florida Straits Off Cay Sal  Banks,23.6941975,-80.3867417,73.9,0.49,15.5,1018.9,False
3177,Unprovoked,diving,M,27.0,"Punctured lung, lacerations to shoulder, face, jaw, neck & forearm",N,1000,5 m to 6 m [16.5' to 20'] white shark,06-Dec-1986,"USA California Monastery Beach, Carmel River State Park, Monterey Peninsula, Monterey California",36.5373847,-121.9279355,12.3,0.0,4.1,1016.0,False
3180,Unprovoked,surfing,M,17.0,5' gash in leg,N,1030,Not Determined,30-Nov-1986,"USA Florida Daytona Beach, Volusia County",29.2108147,-81.0228331,,22.6,7.6,,False
3181,Unprovoked,surfing,M,26.0,Laceration to dorsum of left foot,N,1040,Not Determined,19-Nov-1986,"USA Florida Indiatlantic, Brevard County",28.0894599,-80.5656079,24.7,7.6,12.9,,False
3182,Unprovoked,surfing,M,23.0,Ankle bitten,N,9999,Not Determined,04-Nov-1986,"USA Florida Tiger Shores Beach, Martin County",27.2210598,-80.1790801,76.4,0.0,6.5,1017.3,False
3183,Provoked,meshing,M,,Minor lacerations & puncture wounds to right leg from netted shark taken onboard skiboat PROVOKED INCIDENT,N,9999,"Raggedtooth shark, 1.96 m, 140-kg ",17-Oct-1986,SOUTH AFRICA KwaZulu-Natal Umhlanga,-29.7330347,31.0592806,70.8,0.12,7.1,1019.9,False
3184,Unprovoked,swimming,F,6.0,Hip & thigh bitten,N,1800,"Lemon shark, 1.8 m to 2.4 m [6' to 8'], tooth fragment recovered",03-Oct-1986,"USA Florida Sanibel Island, Lee County",26.4433972,-82.1115119,27.0,2.5,7.1,,False
3185,Unprovoked,racing,M,32.0,"No injury, ski bitten",N,1100,1.6 m shark,05-Oct-1986,SOUTH AFRICA KwaZulu-Natal St. Michaels,-30.819832,30.4046127,70.4,0.0,5.9,1012.1,False
3187,Unprovoked,surfing,M,28.0,Laceration to right arm,N,9999,Bull shark,Oct-1986,"USA Florida Floridana Beach, Brevard County",27.9456312,-80.497996,83.4,0.0,6.8,1020.8,False
3189,Unprovoked,surfing,Not Determined,,Survived,N,9999,Not Determined,Sep-1986,"USA Florida Ormond Beach / Daytona Beach, Volusia County",29.2858129,-81.0558894,79.8,0.04,7.2,1017.4,False
3190,Unprovoked,surfing,Not Determined,18.0,Hand bitten,N,9999,Not Determined,Sep-1986,"USA Florida Ponce Inlet, New Smyrna Beach, Volusia County",29.0963729,-80.9369983,79.5,0.39,6.0,1017.0,False
3191,Unprovoked,surfing,Not Determined,16.0,Hand bitten,N,9999,Not Determined,19-Aug-1986,"USA North Carolina Masonboro Inlet, New Hanover County",34.1825403,-77.7995573,,109.7,12.6,,False
3193,Unprovoked,diving,F,,Survived,N,9999,Wobbegong shark,03-Aug-1986,"AUSTRALIA New South Wales North Head, Sydney Harbour",-33.8332187,151.2804258,53.0,0.0,1.5,1011.5,False
3194,Unprovoked,no activity,Not Determined,,Survived,N,9999,Not Determined,Aug-1986,FRANCE Gulf of Lyons Gruissan,43.107052,3.086181,76.1,0.0,7.4,1018.0,False
3196,Unprovoked,no activity,M,8.0,Back of left thigh bitten,N,9999,1.5 m [5'] shark,09-Jul-1986,"USA South Carolina Myrtle Beach, Horry County",33.6890603,-78.8866943,31.6,,9.4,1015.3,False
3197,Unprovoked,spearfishing,M,26.0,Minor lacerations on left hand,N,1715,1.2 m [4'] dusky shark,Jul-1986,SOUTH AFRICA KwaZulu-Natal LaMercy,-29.6374302,31.132586,60.3,0.0,4.4,1018.1,False
3198,Unprovoked,diving,M,,Survived,N,9999,Wobbegong shark,18-May-1986,"AUSTRALIA New South Wales North Head, Sydney Harbour",-33.8332187,151.2804258,65.1,0.0,2.1,1011.6,False
3200,Unprovoked,fell,M,,Pieces of clothing & human flesh recovered by Fire Department divers who encountered a large shark,Y,9999,Not Determined,20-Apr-1986,"USA Hawaii Kaliiwi, Kauai",21.305679,-157.6554703,24.8,0.8,14.0,1017.9,False
3201,Unprovoked,diving,M,,Abrasions,N,9999,2 m shark,Apr-1986,SPAIN Catalonia Lloret-de-Mar,41.7005989,2.8398194,55.2,0.0,4.5,1018.1,False
3202,Unprovoked,windsurfing,M,,Foot severed,N,1055,3.5 m white shark,18-Mar-1986,SPAIN Cádiz Tarifa ,36.0143209,-5.6044497,58.0,0.0,11.3,1020.2,False
3203,Unprovoked,treading,M,26.0,Foot bitten,N,1615,>1 m shark,15-Mar-1986,"SOUTH AFRICA KwaZulu-Natal North Beach, Durban",-29.8475749,31.0349434,78.5,2.32,4.6,1004.9,False
3204,Unprovoked,surfing,M,23.0,"No injury, board struck by shark",N,9999,2 m [6.75'] shark,5-Mar-1986,"SOUTH AFRICA Eastern Cape Province The Fence, King's Beach, Port Elizabeth",-33.95998,25.59841,72.9,0.01,5.3,1015.6,False
3205,Unprovoked,surfing,M,21.0,"No injury, board bitten",N,1200,>2.4 m [8'] white shark,18-Feb-1986,SOUTH AFRICA Eastern Cape Province East London,-33.0291582,27.8545867,78.9,0.0,15.9,1012.9,False
3206,Unprovoked,surfing,M,,"No injury, knocked off board",N,1800,Not Determined,17-Feb-1986,SOUTH AFRICA Eastern Cape Province Cape Recife,-34.02088579999999,25.6944421,72.0,0.02,10.4,1016.3,False
3207,Unprovoked,swimming,M,46.0,Lower leg lacerated,N,1500,Raggedtooth shark,07-Feb-1986,"SOUTH AFRICA Eastern Cape Province King's Beach, Port Elizabeth",-33.9824504,25.6651422,69.7,0.0,18.0,1008.8,False
3208,Unprovoked,spearfishing,M,29.0,2 punctures in upper arm,N,1330,"Raggedtooth shark, 2 m [6.75'] ",06-Feb-1986,SOUTH AFRICA Western Cape Province Arniston,-34.6819538,20.2266293,68.8,0.0,10.2,1010.2,False
3209,Unprovoked,surfing,M,29.0,"No injury, knocked into water & board bitten",N,0600,"Bronze whaler shark, 3.5 m ",01-Feb-1986,AUSTRALIA Victoria Jan Juc Beach,-38.3460923,144.3099291,70.6,0.0,8.9,1006.8,False
3210,Unprovoked,surfing,M,22.0,Puncture wounds to both feet,N,0835,Blacktip shark,12-Jan-1986,"USA Florida Singer Island, Riviera Beach, Palm Beach County",26.767379,-80.0699693,17.0,8.6,12.6,1018.6,False
3212,Unprovoked,surfing,M,,"Both surfers boards were bumped by sharks, Moolman sustained abrasions on his arm and leg",N,9999,Not Determined,22-Dec-1985,SOUTH AFRICA KwaZulu-Natal Garvies Beach,-29.9125835,31.0313475,68.4,0.32,4.8,1017.0,False
3213,Unprovoked,no activity,M,,Survived,N,9999,Sandtiger shark,10-Dec-1985,USA North Carolina New Hanover County,34.2154913,-77.88245959999999,,0.0,2.9,,False
3214,Provoked,fishing,M,,Laceration to lower left leg by hooked shark PROVOKED INCIDENT,N,1800,1m shark,11-Nov-1985,AUSTRALIA Queensland Gladstone,-23.8415948,151.2497708,81.6,0.0,5.6,1012.0,False
3216,Provoked,fishing,M,24.0,Forearm bitten by hooked shark PROVOKED INCIDENT,N,9999,Not Determined,03-Nov-1985,USA California 5 miles south of Redondo Beach,33.8491816,-118.3884078,18.8,0.0,9.4,1015.0,False
3217,Unprovoked,boarding,M,22.0,"Left leg severely lacerated, superficial lacerations of right leg,  board damaged",N,0800,2.5 m [8.25'] white shark,24-Oct-1985,SOUTH AFRICA Eastern Cape Province East London,-33.0291582,27.8545867,68.0,0.04,1.0,1012.4,False
3218,Unprovoked,diving,M,46.0,Minor injury to foot & ankle,N,1600,2 m to 2.5 m [6.75'  to 8.25'] sixgill or sevengill shark,22-Oct-1985,"USA California Point Conception, Santa Barbara County",34.44859770000001,-120.4715514,56.3,0.0,16.7,1017.0,False
3219,Unprovoked,boarding,M,33.0,"Right hand and part of forearm severed , left hand lacerated, right anterior side of board removed by shark",N,9999,"Thought to involve a Tiger shark,  3.7 m [12'] ",18-Oct-1985,"USA Hawaii Little Glass Shacks, Princeville, Kaua'i",22.0755279,-159.3187539,23.6,0.0,14.8,1010.3,False
3220,Unprovoked,floating,M,24.0,Left arm lacerated,N,9999,1.8 m to 2.4 m [6' to 8'] shark,12-Oct-1985,"USA Hawaii Barbers Point, O'ahu",21.3209005,-158.0812864,25.9,0.0,15.8,1014.5,False
3221,Provoked,fishing,M,,Laceration to leg by hooked shark  PROVOKED INCIDENT,N,9999,"6', 100-lb shark",  05-Oct-1985,"USA Alabama Gulf Shores, Baldwin County",30.2460361,-87.70081929999999,68.3,0.0,11.3,1017.5,False
3222,Unprovoked,diving,M,,"Hip bumped by shark, no Injury",N,9999,4 m to 5 m [13' to 16.5'] white shark,28-Sep-1985,"USA California Elephant Rock near Tomales Point, Marin County",38.2143777,-122.974766,59.7,0.0,12.2,1013.2,False
3224,Unprovoked,diving,M,,Laceration and 4 puncture wounds to left hand,N,1500,1.8 m silky shark,08-Sep-1985,"USA Florida Palm Beach, Palm Beach County",26.6514503,-80.2767327,28.3,1.0,15.5,1018.1,False
3226,Unprovoked,wading,M,87.0,Right calf bitten & less serious injury to left foot,N,9999,Not Determined,22-Aug-1985,"USA South Carolina Palmetto Dunes, Hilton Head, Beaufort County",32.1788174,-80.7151082,27.0,0.0,9.0,1016.3,False
3229,Unprovoked,wading,F,13.0,Right calf bitten,N,1700,Possibly a small hammerhead shark,25-Jul-1985,"USA Florida Daytona Beach, Volusia County",29.2108147,-81.0228331,,10.4,8.6,,False
3230,Unprovoked,surfing,M,15.0,Hand bitten,N,1022,Not Determined,25-Jul-1985,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,,10.4,8.6,,False
3232,Unprovoked,playing,F,10.0,2/3rd of left calf removed,N,9999,"Tiger shark, 2.4 m to 2.7 m [8' to 9'] ",19-Jul-1985,"USA South Carolina Folly Beach, Charleston County",32.6551798,-79.94036729999999,26.5,0.0,11.9,1020.5,False
3234,Unprovoked,lying,M,,Leg injured,N,9999,Shark involvement not confirmed,26-May-1985,"USA California Long Beach, Los Angeles County",33.7700504,-118.1937395,17.6,0.0,11.2,1013.4,False
3235,Provoked,spearfishing,M,39.0,"After diver shot shark attempting to take his catch, shark bit right arm & tore wetsuit  PROVOKED INCIDENT",N,9999,30-kg [66-lb] shark,08-May-1985,SOUTH AFRICA KwaZulu-Natal Umdhloti,-29.666927,31.1180517,69.4,0.07,4.7,1017.0,False
3236,Unprovoked,surfing,M,25.0,Hand bitten,N,9999,Not Determined,16-Mar-1985,"USA Florida Palm Beach, Palm Beach County",26.6514503,-80.2767327,23.5,0.0,10.4,1016.6,False
3238,Unprovoked,diving,M,29.0,Bruised,N,1245,6 m [20'] white shark,18-Feb-1985,"USA California San Miguel Island, Santa Barbara County",34.037616,-120.3723741,54.5,0.04,4.5,1018.1,False
3239,Unprovoked,surfing,M,16.0,Right foot bitten,N,1800,Not Determined,03-Feb-1985,"USA Florida 15 miles north of Sebastian Inlet, Brevard County",27.860302,-80.4472737,,0.0,12.6,,False
3240,Unprovoked,swimming,M,15.0,"Right knee, calf and ankle lacerated",N,1500,Raggedtooth shark,27-Jan-1985,SOUTH AFRICA Western Cape Province Struisbaai,-34.80678200000001,20.0469,73.5,0.0,12.4,1011.8,False
3242,Unprovoked,surfing,M,18.0,Thigh & calf bitten,N,1500,"3.5 m white shark, tooth fragments recovered",17-Jan-1985,SOUTH AFRICA KwaZulu-Natal Umbogintwini,-30.01706879999999,30.9035027,74.5,1.4,4.8,1009.4,False
3244,Unprovoked,spearfishing,M,34.0,Minor injury to torso,N,1130,3.5 m [11.5'] white shark,04-Jan-1985,"SOUTH AFRICA Western Cape Province Buffels Bay, False Bay",-34.0863465,22.9741177,65.5,0.0,14.3,1017.6,False
3245,Unprovoked,spearfishing,Not Determined,,Legs bitten ,N,9999,Tiger shark,Jan-1985,NEW CALEDONIA South Province Amedee Island,-21.5,165.5,80.9,0.01,3.6,1006.5,False
3246,Provoked,spearfishing,M,20.0,Upper right arm bitten after he shot the shark PROVOKED INCIDENT,N,1100,1.5 m [5'] dusky shark,Jan-1985,SOUTH AFRICA KwaZulu-Natal Salt Rock,-29.4940719,31.2411748,78.8,0.06,6.7,1013.4,False
3251,Unprovoked,surfing,M,13.0,Left foot bitten,N,9999,1.2 m [4'] shark,11-Nov-1984,"USA Florida Jupiter Island Beach, Martin County",27.0188909,-80.0950307,71.9,0.0,6.8,1015.4,False
3252,Provoked,spearfishing,M,29.0,"Speared shark bit diver's right knee, and lacerated right thigh & buttocks PROVOKED INCIDENT",N,9999,"""a small shark""",04-Nov-1984,"USA Florida Fowey Rock, Key Biscayne",25.5905853,-80.0965981,24.9,0.0,8.6,1010.9,False
3254,Unprovoked,surfing,F,23.0,"9"" laceration to right forearm ",N,1330,1.5 m [5'] shark,21-Oct-1984,"USA Florida 3 miles south of Sebastian Inlet State Park, Indian River County",27.85221,-80.44794999999999,25.8,15.7,14.0,,False
3256,Unprovoked,surfing,M,15.0,Left calf bitten,N,1500,1.2 m [4'] blacktip shark,14-Oct-1984,"USA Florida Bob Graham Beach, Martin County",27.2439478,-80.1913455,72.2,0.0,3.3,1014.0,False
3257,Unprovoked,surfing,M,25.0,"Abrasion on right foot, board bitten",N,1530,3 m to 5 m [10' to 16.5'] white shark,30-Sep-1984,"USA Oregon ""Turnaround"", Cape Kiwanda, Tillamook County",45.21528139999999,-123.9695844,57.9,0.0,4.9,1014.9,False
3258,Unprovoked,surfacing,M,,Legs & buttocks bitten,N,1000,3 m to 4 m [10' to 13']  white shark,30-Sep-1984,"USA California Tomales Point, Marin County",38.2143777,-122.974766,62.6,0.0,14.7,1014.6,False
3259,Unprovoked,surfing,M,17.0,Right foot bitten,N,1400,Not Determined,23-Sep-1984,USA Florida Volusia County,29.0279842,-81.0754657,,0.8,19.8,,False
3261,Unprovoked,surfing,M,16.0,Foot bitten,N,0800,Hammerhead shark?+O2356,22-Sep-1984,"USA Florida Indiatlantic, Brevard County",28.0894599,-80.5656079,82.0,0.0,13.8,1017.6,False
3263,Unprovoked,wading,M,,Arm bitten,N,1530,small blue shark,17-Sep-1984,"USA California Mission Beach, San Diego County",32.7706526,-117.2514447,28.1,0.0,13.3,1011.6,False
3264,Unprovoked,skindiving,M,28.0,FATAL,Y,0830,4.5 m to 5 m white shark,15-Sep-1984,"USA California Pigeon Point, San Mateo County",37.1864492,-122.3832545,65.8,0.0,10.3,1012.3,False
3265,Provoked,spearfishing,M,,"No Injury, PROVOKED INCIDENT",N,1750,4.5 m to 5.5m white shark,11-Sep-1984,MEXICO Baja California Guadalupe Island,29.05252029999999,-118.2760503,69.5,0.08,11.9,1007.8,False
3268,Unprovoked,swimming,F,13.0,Lacerations on right foot,N,1430,Not Determined,24-Jul-1984,USA Texas South Padre Island,26.1118401,-97.1681257,28.3,0.0,15.1,1014.8,False
3269,Unprovoked,swimming,F,18.0,Legs severely lacerated,N,1200,1.2 m [4'] shark,24-Jul-1984,USA Texas South Padre Island,26.1118401,-97.1681257,28.3,0.0,15.1,1014.8,False
3272,Unprovoked,spearfishing,M,,"No injury, shark hit swim fin",N,9999,Raggedtooth shark ,Jul-1984,SOUTH AFRICA KwaZulu-Natal Sodwana,-27.5564587,32.6673018,68.8,0.0,7.6,1014.8,False
3273,Unprovoked,surfing,M,27.0,"No injury, board bitten",N,1730,2.4 m [8'] white shark,15-Jun-1984,"SOUTH AFRICA Western Cape Province Muizenberg, False Bay",-34.0898847,18.495859,53.2,0.0,3.0,1027.1,False
3274,Unprovoked,towing,F,13.0,Foot bitten,N,1700,1.2 m to 1.5 m [4' to 5'] hammerhead shark,03-Jun-1984,"USA Hawaii Kane'ohe Bay, O'ahu",21.4627778,-157.8102778,25.5,0.0,23.7,1019.7,False
3275,Unprovoked,swimming,M,20.0,FATAL,Y,9999,Not Determined,03-Jun-1984,"VANUATU Malampa Province Atchin Island, off Malakula",-15.9422227,167.3424926,77.5,0.01,4.1,1011.7,False
3276,Unprovoked,spearfishing,M,28.0,Swim fin bitten,N,1330,Not Determined,31-May-1984,SOUTH AFRICA Western Cape Province Arniston,-34.6819538,20.2266293,65.7,0.0,4.1,1025.6,False
3278,Unprovoked,surfing,M,,"No injury, 8 pressure dings in surboard",N,1730,Not Determined,14-Mar-1984,SOUTH AFRICA KwaZulu-Natal Amanzimtoti,-30.0350427,30.8900839,76.4,0.01,11.6,1021.8,False
3282,Provoked,diving,M,33.0,Punctures in wetsuit & left arm bruised by captive shark PROVOKED INCIDENT,N,0900, 1.5 m [5'] dusky shark,17-Feb-1984,"SOUTH AFRICA KwaZulu-Natal Shark tank at Oceanographic Research Insitute, Durban",-29.869576,31.043472,78.1,0.11,10.6,1012.2,False
3284,Unprovoked,spearfishing,M,27.0,Hand bitten,N,9999,1.5 m white-tipped reef shark,11-Feb-1984,AUSTRALIA Queensland Derwent Island,-20.9866702,149.7855122,79.7,0.0,10.1,1012.9,False
3285,Unprovoked,swimming,M,14.0,Foot bitten,N,0930,"Raggedtooth shark, 1 m ",05-Jan-1984,SOUTH AFRICA Eastern Cape Province Port Alfred,-33.5864065,26.8851448,71.0,0.0,9.8,1016.6,False
3286,Unprovoked,no activity,F,14.0,Remains recovered 1-4-1984 showed evidence of defense wounds,Y,9999,Not Determined,04-Jan-1984,SOUTH AFRICA KwaZulu-Natal Umlaas Canal,-29.8291667,30.5288889,76.7,0.0,15.0,1014.8,False
3290,Unprovoked,surfing,M,17.0,Left foot & thigh bitten,N,1530,Not Determined,25-Dec-1983,"USA Florida Riviera Beach, Palm Beach County",26.767379,-80.0699693,4.7,0.0,24.5,1024.0,False
3291,Unprovoked,diving,M,48.0,Fingers bitten,N,9999,12' white shark,24-Dec-1983,"AUSTRALIA South Australia Dangerous Reef, South Neptune Island",-34.8166667,136.2291667,71.9,0.0,14.0,1010.4,False
3292,Unprovoked,swimming,M,16.0,"Left calf, ankle & foot lacerated",N,1230,Not Determined,22-Dec-1983,SOUTH AFRICA Eastern Cape Province Great Fish River,-33.4026025,27.0357864,72.6,0.15,9.2,1013.3,False
3293,Unprovoked,swimming,M,47.0,Shin lacerated,N,0815,"Raggedtooth shark, >1 m ",21-Dec-1983,SOUTH AFRICA Eastern Cape Province Nahoon,-32.9869161,27.9380809,73.6,0.01,8.1,1016.1,False
3298,Unprovoked,surfing,M,16.0,Puncture marks in leg & surfboard dinged,N,9999,1.5 m [5'] shark,17-Oct-1983,"USA Florida Stuart Beach, Martin County",27.2143933,-80.17502139999999,76.0,0.43,10.1,1016.7,False
3299,Unprovoked,wading,M,20.0,Lacerations to left ankle,N,9999,4.5' shark,13-Oct-1983,"USA Florida Daytona Beach, Volusia County",29.2108147,-81.0228331,75.2,0.15,7.9,1016.3,False
3300,Unprovoked,standing,M,15.0,Abrasions to leg,N,9999,Not Determined,04-Sep-1983,"USA Florida Off Lake Worth, Palm Beach County",26.6167555,-80.0684479,30.2,0.0,15.6,1018.2,False
3301,Unprovoked,surfing,M,,"No injury, board bitten",N,1000,White shark,20-Aug-1983,"USA Oregon Cape Kiwanda,Tillamook County",45.21528139999999,-123.9695844,64.2,0.0,7.7,1018.6,False
3302,Unprovoked,spearfishing,M,29.0,Inner thighs lacerated,N,1000,5 m [16.5'] white shark,20-Aug-1983,"SOUTH AFRICA Western Cape Province Seal Island, False Bay",-34.1373395,18.5824944,55.0,0.0,8.1,1022.9,False
3303,Unprovoked,swimming,F,14.0,Foot bitten,N,0800,Sand shark,15-Aug-1983,"USA Virginia Virginia Beach, Princess Anne County",36.7515387,-76.0529875,20.6,0.0,5.3,1021.2,False
3304,Provoked,skindiving,M,14.0,Hand abraded when he grabbed shark's tail PROVOKED INCIDENT,N,9999,Nurse shark,13-Aug-1983,"USA Florida Riviera Beach, Palm Beach County",26.767379,-80.0699693,27.4,27.4,7.3,1017.1,False
3310,Unprovoked,surfing,M,,Left arm injured by shark's tail as it swam beneath his board,N,9999,3 m to 4 m [10' to 13'] shark,15-Jul-1983,"SOUTH AFRICA Eastern Cape Province Seal Point, Cape St. Francis",-34.206831,24.8343539,59.0,0.0,34.7,1017.2,False
3311,Unprovoked,windsurfing,F,39.0,Left ankle nipped (3 punctures wounds),N,1800,3.5' hammerhead shark,12-Jul-1983,"USA Florida Caloosahatchee River, Lee County",26.7008284,-81.77457009999999,26.3,22.9,10.8,1017.8,False
3312,Unprovoked,spearfishing,M,13.0,Lacerations to left calf,N,1200,Not Determined,08-Jul-1983,BAHAMAS Abaco Islands Green Turtle Cay,26.7822443,-77.3366298,83.5,0.0,9.0,1016.2,False
3313,Unprovoked,floating,M,17.0,"No injury, shark bit air mattress, deflating it",N,9999,Not Determined,05-Jul-1983,"USA Florida Riviera Beach, Palm Beach County",26.767379,-80.0699693,28.6,0.0,8.5,1018.2,False
3314,Unprovoked,swimming,M,42.0,Left foot bitten,N,1100,Not Determined,29-Jun-1983,"USA Florida Off 12th Street, Miami Beach",25.7828453,-80.1363281,29.9,0.5,12.2,1017.1,False
3315,Unprovoked,spearfishing,M,15.0,FATAL,Y,1600,Not Determined,22-Jun-1983,"BAHAMAS Abaco Islands Off Sandy Point, Great Abaco Island",26.0076969,-77.3812494,84.5,0.01,5.8,1015.8,False
